,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
497,666.0,1033.0,Individual,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.49 Cr,"₹12,939 /sqft",4.0,6.0,4 BHK,3470.0,"3,470 sqft",Super Built-up,29 floor,North-East,Ready To Move,,3.0,,,"This 4 bhk apartment is available for sale in bestech park view grand spa, one of the most prominent projects for flats in sector 81 gurgaon. This is a north-East-Facing property. Constructed on a super built up area of 3470 sq.Ft., the flat comprises 4 bedroom(s), 6 bathrooms and more than 3 balconies. The residential building has 29 floors in total and the flat for sale is located on the 12th...",Bestech Park View Grand Spa,Bestech Park View Grand Spa,North-East Facing St. Xavier's High School Nearby,,,,
498,667.0,1034.0,Individual,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.32 Cr,"₹10,927 /sqft",2.0,2.0,2 BHK,1208.0,"1,208 sqft",Super Built-up,,North,Ready To Move,,2.0,,,"The flat is facing the north direction. Constructed on a super built up area of 1208 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the top level of a 4 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The beautifully designed marble flooring enhances the beauty of the flat. Moreover, this...",Smart World Gems,Smart World Gems,North Facing Top Floor,,,,
499,668.0,1035.0,Individual,"3 BHK Flat in Sector 57, Gurgaon","3 BHK Flat in Sector 57, Gurgaon",₹3.35 Cr,"₹14,609 /sqft",3.0,4.0,3 BHK,2293.0,"2,293 sqft",Super Built-up,,North,Ready To Move,,3.0,,Garden,"This 3 bhk apartment is available for sale in bptp freedom park life, one of the most prominent projects for flats in sector 57 gurgaon. This is a north-Facing property. Constructed on a super built up area of 2293 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 8th level of a 18 storey building. This 5-10 years old property is available for...",BPTP Freedom Park Life,BPTP Freedom Park Life,North Facing Private Garden,,,,
500,669.0,1036.0,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.63 Cr,"₹8,534 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,14 floor,,Ready To Move,,3.0,,,"The flat is facing the west direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1910 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 5th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession a...",Greenopolis,Greenopolis,Rps within 250m Arvvy within 500m,,,,
501,670.0,1037.0,Individual,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹1.99 Cr,"₹10,310 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,Garden,"Situated in sector 90 gurgaon, dlf new town heights 1 is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up ...",DLF New Town Heights 1,DLF New Town Heights 1,North-East Facing Private Garden,,,,
502,671.0,1038.0,Individual,"4 BHK Flat in Sector 82A, Gurgaon","4 BHK Flat in Sector 82A, Gurgaon",₹4.2 Cr,"₹18,477 /sqft",4.0,4.0,4 BHK,2273.0,"2,273 sqft",Built-up,32 floor,,Ready To Move,,2.0,,,"This 4 bhk apartment is available for sale in dlf the primus, one of the most prominent projects for flats in sector 82a gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a built up area of 2273 sq.Ft. The flat has a total of 32 floors and this property is situated on 8th f...",DLF The Primus,DLF The Primus,,,,,
503,672.0,1039.0,Individual,"4 BHK Flat in Sector 66, Gurgaon","4 BHK Flat in Sector 66, Gurgaon",₹3.5 Cr,"₹16,666 /sqft",4.0,5.0,4 BHK,2100.0,"2,100 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,"The palm terraces low rise apartment towers have been planned around open landscaped spaces allowing utmost privacy yet unrestricted views of the vast open central greens spread over almost 3 acres. Every apartment on ground floor has a private garden, and upper floor is having view of central greens. Emaar palm terraces which is set among tranquil environ is a thoughtfully designed residential...",Emaar MGF Palm Terraces,Emaar MGF Palm Terraces,North-East Facing Private Garden,,,,
504,673.0,1040.0,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.7 Cr,"₹13,821 /sqft",3.0,2.0,3 BHK,1230.0,"1,230 sqft",Super Built-up,4 floor,,Ready To Move,,3.0,,,"The flat is east-Facing. Containing 3 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1230 sq.Ft. The flat has a total of 4 floors and this property is situated on 2nd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully desig...",Central Park Flower Valley Cerise Floors,Central Park Flower Valley Cerise Floors,,,,,
505,674.0,1041.0,Individual,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.3 Cr,"₹10,887 /sqft",2.0,2.0,2 BHK,1194.0,"1,194 sqft",Built-up,3rd floor,East,Ready To Move,,2.0,,,"Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in smart world gems that is situated in sector 89 gurgaon. This property faces the north-East direction. The flat is over 1194 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 3rd floor of a 4 floors tall building. This 0-1 year old property is available for immedia...",Smart World Gems,Smart World Gems,,,,,
506,675.0,1042.0,Individual,"4 BHK Flat in Sector 99, Gurgaon","4 BHK Flat in Sector 99, Gurgaon",₹3.99 Cr,"₹11,875 /sqft",4.0,4.0,4 BHK,3360.0,"3,360 sqft",Super Built-up,,East,Ready To Move,,,,,"987333 1272 10.3 acre project located in sector 99, gurgaon The only project in gurgaon with 360 degree views, right on nh 248bb (Dwarka expressway) All apartments will enjoy uninterrupted views forever 40 acre of Water bodies on one side and 100 acre of sweeping views on other side Designed by arcop, canada 80% open area with extensive landscaped greens Landscaping designed by m. Paul friedber...",Vatika Sovereign Park,Vatika Sovereign Park,East Facing DPS International Sec 102 within 1km,,,,
507,676.0,1043.0,Individual,"3 BHK Flat in Sector 37D, Gurgaon","3 BHK Flat in Sector 37D, Gurgaon",₹1.45 Cr,"₹8,841 /sqft",3.0,3.0,3 BHK,1640.0,"1,640 sqft",Carpet,2nd floor,North-East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat occupies a carpet area of 1640 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat is situated on the 2nd floor of this 4 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The marble flooring of this flat is beautifully designed and helps to give it a ...",Signature Global City,Signature Global City,North-East Facing Newly Constructed,,,,
508,677.0,1044.0,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹75 Lac,"₹10,067 /sqft",2.0,2.0,2 BHK,745.0,745 sqft,Super Built-up,,,Ready To Move,,,,,Premium property with good potentially return. At prime location .,Signature Global Park,Signature Global Park,,,,,
509,678.0,1045.0,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.58 Cr,"₹8,272 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,14 floor,East,Ready To Move,,3.0,,,"Greenopolis is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat is east-Facing. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1910 sq.Ft. The flat has a total of 14 floors and this property is situated on 7th floor. This 0-1...",Greenopolis,Greenopolis,East Facing Yasho bhumi Nearby,,,,
510,679.0,1046.0,Individual,"2 BHK Flat in Sector 62, Gurgaon","2 BHK Flat in Sector 62, Gurgaon",₹3.4 Cr,"₹22,542 /sqft",2.0,2.0,2 BHK,1508.0,"1,508 sqft",Super Built-up,32 floor,West,Ready To Move,,3.0,,,"This lovely 2 bhk apartment/flat in sector 62 gurgaon is available for sale in one of gurgaon's most popular projects, emaar digihomes. The flat is north-West-Facing. Constructed on a super built up area of 1508 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. The residential building has 32 floors in total and the flat for sale is located on the 15th floor. This ...",Emaar Digihomes,Emaar Digihomes,,,,,
511,680.0,1047.0,Individual,"4 BHK Flat in Sector 102, Gurgaon","4 BHK Flat in Sector 102, Gurgaon",₹3.13 Cr,"₹14,437 /sqft",4.0,4.0,4 BHK,2168.0,"2,168 sqft",Built-up,26 floor,East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in shapoorji pallonji joyville gurugram that is situated in sector 102 gurgaon. The flat is facing the east direction. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a built up area of 2168 sq.Ft. The flat has a total of 26 floors and this property is situated on 21st floor. This is a ready to ...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,East Facing Newly Constructed,,,,
512,681.0,1048.0,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.4 Cr,"₹12,950 /sqft",3.0,3.0,3 BHK,1081.0,"1,081 sqft",Carpet,,,Ready To Move,,,,,"Its a second-Floor flat in signature global park 5 that is open on both sides (I.E., has dual-Side ventilation) includes:",Signature Global Park,Signature Global Park,,,,,
513,682.0,1049.0,Individual,"3 BHK Flat in Sector 84, Gurgaon","3 BHK Flat in Sector 84, Gurgaon",₹2.24 Cr,"₹7,692 /sqft",3.0,3.0,3 BHK,2275.0,"2,275 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Garden",Multiple flats available in all sizes. Call growth realtech. Keys in hand,Spaze Privy AT4,Spaze Privy AT4,Private Garden Full Power Backup,,,,
514,683.0,1050.0,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹17.5 Cr,"₹27,624 /sqft",4.0,5.0,4 BHK,6335.0,"6,335 sqft",Super Built-up,,East,Ready To Move,,,,,"St andrews, sector 65, gurgaon M3m golf estate is located on extension road, sector 65, gurgaon. No one knows golf estate like we do! Golf estate is one of its own kind on a 60 acres land with a golf course. It offers a golf resort style luxury living. Golf estate has 860 units in 3bhk, 4bhk, 5bhk, penthouses configurations with various asset classes like panorama suites, st andrews, polo suits...",M3M Golfestate,M3M Golfestate,East Facing Gated Society,,,,
515,684.0,1051.0,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹4.6 Cr,"₹20,909 /sqft",3.0,3.0,3 BHK,2200.0,"2,200 sqft",Super Built-up,35 floor,North,Under Construction,,3.0,,,"The flat is north-Facing. The flat occupies a super built up area of 2200 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The flat has a total of 35 floors and this property is situated on 31st floor. Moreover, the flat is currently under construction and possession is expected by december 2028. The floor of this flat is beautifully designed using marble flooring, giving the fl...",Godrej Zenith,Godrej Zenith,North Facing,,,,
516,685.0,1052.0,Individual,"2 BHK Flat in Sector-33 Sohna, Gurgaon","2 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.45 Cr,"₹10,469 /sqft",2.0,2.0,2 BHK,1385.0,"1,385 sqft",Carpet,,East,Ready To Move,,3.0,,,"This residential flat is north-East-Facing direction. The flat is over 1385 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. This flat lies on the 4th level of a 24 storey building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The mosaic flooring of this flat is beauti...",Godrej Nature Plus,Godrej Nature Plus,,,,,
517,686.0,1053.0,Individual,"3 BHK Flat in Sector 37C, Gurgaon","3 BHK Flat in Sector 37C, Gurgaon",₹1.68 Cr,"₹10,500 /sqft",3.0,4.0,3 BHK,1820.0,"1,820 sqft",Super Built-up,25 floor,North-East,Ready To Move,,3.0,,,"Ild grand is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 37c gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat is over 1820 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 25 floors and this property is situated on ...",ILD Grand,ILD Grand,North-East Facing Alpine school within 500m,,,,
