property_id,listing_type,property_name,society,rating,reviews,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,link,property_type,plot_area,plot_area_sqft,total_floors,open_sides,covered_area
87659916,Independent House,"4 Bedroom House in New Colony, Gurgaon","4 Bedroom House in New Colony, Gurgaon",N/A,N/A,₹7 Cr,"₹34,568 /sqft",4,4,4 BHK,2367,"2,367 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Parking, Garden, Park","Premium park-Facing independent house for sale | sector 7, new colony A rare opportunity to own a 260 sq. Yards, east-Facing, vastu-Perfect independent house in one of the most established and high-Demand residential pockets of sector 7, new colony. Key highlights: Park-Facing property with 45 parks within the block open, green & peaceful living 4-Car parking available big plus in this location...","New Colony, Gurgaon","New Colony, Gurgaon",Private Garden New colony Nearby,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-2367-sq-ft-spid-E87659916,House,N/A,N/A,,N/A,N/A
87155674,Independent House,"6 Bedroom House in South City 2, Gurgaon","6 Bedroom House in South City 2, Gurgaon",N/A,N/A,₹13.95 Cr,"₹31,000 /sqft",6,7,6 BHK,4500,"4,500 sqft",Built-up,N/A,South,RESALE,N/A,,N/A,Garden,"500 sq yards luxury villa for sale in south city 2 gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden,...",Spacious Villa,Spacious Villa,N/A,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-south-city-2-gurgaon-4500-sq-ft-spid-Q87155674,House,N/A,N/A,,N/A,N/A
87153186,Independent House,"6 Bedroom House in DLF Phase 4, Gurgaon","6 Bedroom House in DLF Phase 4, Gurgaon",N/A,N/A,₹23.5 Cr,"₹24,736 /sqft",6,7,6 BHK,9500,"9,500 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"500 sq yards luxury villa for sale in dlf phase 4 gurgaon Property features: Bedrooms: 6 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Luxury Villa,Luxury Villa,N/A,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-9500-sq-ft-spid-Z87153186,House,N/A,N/A,,N/A,N/A
86113340,Independent House,"5 Bedroom House in Sushant Lok Phase 2, Gurgaon","5 Bedroom House in Sushant Lok Phase 2, Gurgaon",N/A,N/A,₹9 Cr,"₹33,333 /sqft",5,6,5 BHK,2700,"2,700 sqft",Built-up,N/A,N/A,Ready to Move,N/A,,N/A,Garden,"300 sq yards luxury villa for sale in sushant lok 2 gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden...",Ready to Move Villa,Ready to Move Villa,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-2-gurgaon-2700-sq-ft-spid-H86113340,House,N/A,N/A,,N/A,N/A
88948020,Independent House,"4 Bedroom House in Malibu Town, Gurgaon","4 Bedroom House in Malibu Town, Gurgaon",N/A,N/A,₹3.9 Cr,"₹15,057 /sqft",4,4,4 BHK,2590,"2,590 sqft",Covered,N/A,North-East,RESALE,N/A,2.0,N/A,"Parking, Garden, Park","This 4 bhk house for sale in malibu town, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. The house has over super built up area of 2590 sq.Ft. And comes with 4 bedrooms, 4 bathrooms and 2 balconies. There are 2 covered & 2 open parking available with this house. This 0-1 year old property is available for immediate possession as the house i...","Malibu Town, Gurgaon","Malibu Town, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-2590-sq-ft-spid-T88948020,House,N/A,N/A,,N/A,N/A
88401814,Independent House,"16 Bedroom House in Block D South City 1, Gurgaon","16 Bedroom House in Block D South City 1, Gurgaon",N/A,N/A,₹20 Cr,"₹61,728 /sqft",16,16,16 BHK,3240,"3,240 sqft",N/A,N/A,North,RESALE,N/A,,N/A,"Parking, Lift, Park","New construction built up house in 360 sqyds plot area, stilt parking with lift, 16 bhk semifinished , floor wise built up, close to market, interested buyers contact for more details","Block D South City 1, Gurgaon","Block D South City 1, Gurgaon",North Facing Newly Constructed,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-block-d-south-city-1-gurgaon-3240-sq-ft-spid-M88401814,House,360 sqyd,3240,,N/A,N/A
88368662,Independent House,"4 Bedroom House in Baldev Nagar, Gurgaon","4 Bedroom House in Baldev Nagar, Gurgaon",N/A,N/A,₹85 Lac,"₹18,888 /sqft",4,3,4 BHK,450,450 sqft,N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,This property is in baldev nagar which is nearby to allbasic amenities. This property is constructed under 50 sq yds of space and can be yours.,"Baldev Nagar, Gurgaon","Baldev Nagar, Gurgaon",Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-baldev-nagar-gurgaon-450-sq-ft-spid-X88368662,House,50 sq yd,450,,N/A,N/A
88816764,Independent House,"7 Bedroom House in South City 1, Gurgaon","7 Bedroom House in South City 1, Gurgaon",N/A,N/A,₹3 Cr,"₹55,556 /sqft",7,7,7 BHK,540,540 sqft,Covered,N/A,South,RESALE,N/A,2.0,N/A,"Parking, Park","On the lookout for a spacious house in gurgaon? Go for this 7 bhk house for sale in south city 1, a well-Connected locality within gurgaon. This house occupies a super built up area of 60 sq.Yards and contains 7 bedrooms, 7 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered and 3 open parking. This 5-10 years old property is available for immediat...","South City 1, Gurgaon","South City 1, Gurgaon",mellinnium city centre within 3km shivam hospital within 2km,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-540-sq-ft-spid-V88816764,House,N/A,N/A,,N/A,N/A
87869138,Independent House,"3 Bedroom House in Sector 4, Gurgaon","3 Bedroom House in Sector 4, Gurgaon",N/A,N/A,₹5.65 Cr,"₹25,111 /sqft",3,3,3 BHK,2250,"2,250 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Park,Very well maintained 3 story house Located at the prime location of sector 4 It's a corner property having a park next to it 3 bhk on each floor,"Sector 4, Gurgaon","Sector 4, Gurgaon",Sector 4 main market Nearby Corner Property,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-2250-sq-ft-spid-G87869138,House,N/A,N/A,,N/A,N/A
86828708,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹12.1 Cr,"₹37,346 /sqft",4,5,4 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in sector 48 gurgaon seems to be an ideal choice for a peaceful abode for a family. The property's proximity to landmarks like close to metro station, close to school, close to hospital and close to market makes it ideal property for families. Containing 4 bedrooms, 5 bathrooms and ...",Vipul Tatvam Villa,Vipul Tatvam Villa,Private Garden Huda City centre within 2km,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-B86828708,House,N/A,N/A,,N/A,N/A
87655010,Independent House,"16 Bedroom House in Sector 42, Gurgaon","16 Bedroom House in Sector 42, Gurgaon",N/A,N/A,₹15 Cr,"₹63,371 /sqft",16,17,16 BHK,2367,"2,367 sqft",N/A,4,North-East,RESALE,N/A,,N/A,Garden,"Prerented building for sale sector 42, golf course road, gurgaon Location: Sector 42, golf course road, gurgaon Plot / size: 263 sq yds Structure: Stilt + 4 floors Corner property: Located on a highly visible 18 mtr or 10 mtr corner road (Major frontage & excellent access) Asking price: 15 crore (Negotiable) Income / rent Currently rented Monthly rent: Approx 6,25,000 /- Per month (Good rental ...","Sector 42, Gurgaon","Sector 42, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-sector-42-gurgaon-2367-sq-ft-spid-E87655010,House,263 sq yd,2367,4.0,N/A,N/A
88844216,Independent House,"9 Bedroom House in Sushant Lok Phase 1, Gurgaon","9 Bedroom House in Sushant Lok Phase 1, Gurgaon",N/A,N/A,₹2.5 Cr,"₹42,087 /sqft",9,9,9 BHK,594,594 sqft,N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,66sqyd independent-House available for sale Sushant-Lok 1 & close to golf course road Walk-In metro & walk-In market Best for rental purpose,"Sushant Lok Phase 1, Gurgaon","Sushant Lok Phase 1, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-1-gurgaon-594-sq-ft-spid-R88844216,House,66sqyd,594,,N/A,N/A
88377850,Independent House,"5 Bedroom House in Sector 71, Gurgaon","5 Bedroom House in Sector 71, Gurgaon",N/A,N/A,₹10.75 Cr,"₹23,794 /sqft",5,6,5 BHK,4518,"4,518 sqft",Covered,N/A,East,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Looking to buy an independent house in gurgaon? Do check out this 5 bhk house in sector 71 gurgaon, which is an ideal choice for a family. The house has over super built up area of 502 sq.Yards and comes with 5 bedrooms, 6 bathrooms and more than 3 balconies. The houses comes with dedicated 2 covered and 2 open parking space(s) where you can easily park your vehicle(s). As the property is curre...",Unitech Nirvana Country 2,Unitech Nirvana Country 2,East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-nirvana-country-2-sector-71-gurgaon-4518-sq-ft-spid-X88377850,House,N/A,N/A,,N/A,N/A
88130090,Independent House,"5 Bedroom House in Sector 33, Gurgaon","5 Bedroom House in Sector 33, Gurgaon",N/A,N/A,₹13.5 Cr,"₹29,880 /sqft",5,6,5 BHK,4518,"4,518 sqft",Covered,N/A,East,RESALE,N/A,3.0,N/A,"Parking, Park","This 5 bhk house for sale in sector 33 gurgaon, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. This house occupies a super built up area of 502 sq.Yards and contains 5 bedrooms, 6 bathrooms and more than 3 balconies. This 5 bhk house comes attached with 2 covered and 2 open parking for your vehicle(s). This 0-1 year old property is availabl...",Unitech Uniworld Resorts,Unitech Uniworld Resorts,East Facing Newly Constructed,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-uniworld-resorts-sector-33-gurgaon-4518-sq-ft-spid-R88130090,House,N/A,N/A,,N/A,N/A
87620482,Independent House,"5 Bedroom House in Sector 82, Gurgaon","5 Bedroom House in Sector 82, Gurgaon",N/A,N/A,₹12 Cr,"₹23,809 /sqft",5,7,5 BHK,5040,"5,040 sqft",Covered,N/A,East,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in sector 82 gurgaon, a well-Planned and well-Connected locality in gurgaon. Constructed on a super built up area of 560 sq.Yards, this house comprises 5 bedrooms, 7 bathrooms and more than 3 balconies. The houses comes with dedicated 2 covered and 2 open parking space(s) where you can...",Vatika Signature Villas,Vatika Signature Villas,East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-5040-sq-ft-spid-X87620482,House,N/A,N/A,,N/A,N/A
88943494,Independent House,"5 Bedroom House in Sector 22, Gurgaon","5 Bedroom House in Sector 22, Gurgaon",N/A,N/A,₹6.8 Cr,"₹30,222 /sqft",5,5,5 BHK,2250,"2,250 sqft",N/A,N/A,South,RESALE,N/A,,N/A,N/A,South facing old house close to market and main road we have many more options available in same locality please call for more details,Saksham Welfare Association,Saksham Welfare Association,RPS within 500m MANIPAL within 500m,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-saksham-welfare-association-sector-22-gurgaon-1800-sq-ft-spid-R88943494,House,N/A,N/A,,N/A,N/A
88942982,Independent House,"4 Bedroom House in Sector 22, Gurgaon","4 Bedroom House in Sector 22, Gurgaon",N/A,N/A,₹7 Cr,"₹31,111 /sqft",4,4,4 BHK,2250,"2,250 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,Prime location gated pocket clear title direct owner meeting please call for more details,Saksham Welfare Association,Saksham Welfare Association,MG ROAD within 2.5km RPS Nearby,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-saksham-welfare-association-sector-22-gurgaon-1575-sq-ft-spid-Z88942982,House,N/A,N/A,,N/A,N/A
88942828,Independent House,"6 Bedroom House in Sector 22, Gurgaon","6 Bedroom House in Sector 22, Gurgaon",N/A,N/A,₹7.25 Cr,"₹30,629 /sqft",6,5,6 BHK,2367,"2,367 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,Prime location house close to market and main road we have many more options avaible in same locality please call for more details,Saksham Welfare Association,Saksham Welfare Association,North-East Facing Private Garden,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-saksham-welfare-association-sector-22-gurgaon-2115-sq-ft-spid-A88942828,House,N/A,N/A,,N/A,N/A
87152886,Independent House,"5 Bedroom House in DLF Phase 4, Gurgaon","5 Bedroom House in DLF Phase 4, Gurgaon",N/A,N/A,₹14.5 Cr,"₹18,125 /sqft",5,6,5 BHK,8000,"8,000 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"360 sq yards luxury villa for sale in dlf phase 4 , gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden...",VIlla in DLF 4,VIlla in DLF 4,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-8000-sq-ft-spid-X87152886,House,N/A,N/A,,N/A,N/A
88680918,Independent House,"10 Bedroom House in Malibu Town, Gurgaon","10 Bedroom House in Malibu Town, Gurgaon",N/A,N/A,₹2.2 Cr,"₹40,741 /sqft",10,5,10 BHK,540,540 sqft,N/A,4,East,RESALE,N/A,,N/A,Garden,"This property is located in sec47 malibu town.. A independent house which have ground +4 floor full interior work, modular kitchen and many more.. Call for more details...",Malibu Towers,Malibu Towers,East Facing Private Garden,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-malibu-towers-malibu-town-gurgaon-540-sq-ft-spid-S88680918,House,N/A,N/A,4.0,N/A,N/A
87866930,Independent House,"4 Bedroom House in New Palam Vihar, Gurgaon","4 Bedroom House in New Palam Vihar, Gurgaon",N/A,N/A,₹1.6 Cr,"₹16,162 /sqft",4,4,4 BHK,990,990 sqft,N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,110 sq yard house house 3 side open commercial location house near dwarka expressway,"New Palam Vihar, Gurgaon","New Palam Vihar, Gurgaon",Overlooking Main Road,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-new-palam-vihar-gurgaon-1080-sq-ft-spid-X87866930,House,N/A,N/A,,N/A,N/A
88814976,Independent House,"4 Bedroom House in Pocket H Nirvana Country, Gurgaon","4 Bedroom House in Pocket H Nirvana Country, Gurgaon",1,N/A,₹16.5 Cr,"₹4,58,333 /sqft",4,4,4 BHK,360,360 sqft,N/A,N/A,N/A,RESALE,N/A,,N/A,"Power Backup, Swimming Pool, Gym, Garden","Designer modify villa available for sale, excellent interior, modular kitchen, gated complex, power backup, club, gym, swimming pool etc.....","Pocket H Nirvana Country, Gurgaon","Pocket H Nirvana Country, Gurgaon",Private Garden City Centre within 3km,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pocket-h-nirvana-country-gurgaon-3600-sq-ft-spid-Z88814976,House,N/A,N/A,,N/A,N/A
87636168,Independent House,"4 Bedroom House in DLF Phase 2, Gurgaon","4 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹8.3 Cr,"₹37,642 /sqft",4,5,4 BHK,2205,"2,205 sqft",N/A,N/A,East,RESALE,N/A,,N/A,N/A,Well maintain villa at plot rate very nice location,"DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",East Facing Gated Society,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2205-sq-ft-spid-H87636168,House,N/A,N/A,,N/A,N/A
88422732,Independent House,"6 Bedroom House in Sector 46, Gurgaon","6 Bedroom House in Sector 46, Gurgaon",N/A,N/A,₹35 Cr,"₹34,203 /sqft",6,7,6 BHK,10233,"10,233 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Security, Park",4 side open villa surrounded by lush green open spaces in a gated colony with limited villas. 24x7 security,Unitech Vista Villas,Unitech Vista Villas,Gated Society Overlooking Park,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-unitech-vista-villas-sector-46-gurgaon-10233-sq-ft-spid-E88422732,House,N/A,N/A,,N/A,N/A
85791574,Independent House,"5 Bedroom House in Suncity, Gurgaon","5 Bedroom House in Suncity, Gurgaon",N/A,N/A,₹15 Cr,"₹18,750 /sqft",5,6,5 BHK,8000,"8,000 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"360 sq yards luxury villa for sale in suncity gurgaon Property features: Bedrooms: 5 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, terr...",Villa in suncity,Villa in suncity,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-8000-sq-ft-spid-G85791574,House,N/A,N/A,,N/A,N/A
88168616,Independent House,"9 Bedroom House in DLF Phase 4, Gurgaon","9 Bedroom House in DLF Phase 4, Gurgaon",N/A,N/A,₹3 Cr,"₹55,556 /sqft",9,9,9 BHK,540,540 sqft,N/A,N/A,North-East,RESALE,Fully Furnished,,N/A,N/A,"Prime location in this house for sale in dlf phase 4, 60-Yard plot size, fully furnished, already rent out, all facilities in this building, walking distance in galleria market, nearby market, hospital, school and metro station.",DLF Phase 4 Luxury Builder Floors,DLF Phase 4 Luxury Builder Floors,North-East Facing Huda city metro station Nearby,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-luxury-builder-floors-dlf-phase-4-gurgaon-540-sq-ft-spid-Q88168616,House,N/A,N/A,,N/A,N/A
87504130,Independent House,"5 Bedroom House in Block S Uppals Southend, Gurgaon","5 Bedroom House in Block S Uppals Southend, Gurgaon",N/A,N/A,₹11.25 Cr,"₹17,307 /sqft",5,5,5 BHK,2799,"2,799 sqft",N/A,N/A,East,RESALE,N/A,3.0,N/A,"Parking, Park","On the lookout for a spacious house in gurgaon? Go for this 5 bhk house for sale in block s uppals southend, a well-Connected locality within gurgaon. Containing 5 bedrooms, 5 bathrooms and 3 balconies, this independent house is spread over a super built up area of 2799 sq.Ft. The houses comes with dedicated 2 open parking space(s) where you can easily park your vehicle(s). As the property is a...","Block S Uppals Southend, Gurgaon","Block S Uppals Southend, Gurgaon",East Facing Recently Renovated,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-s-uppals-southend-gurgaon-2799-sq-ft-spid-O87504130,House,N/A,N/A,,N/A,N/A
88042592,Independent House,"5 Bedroom House in Nirvana Country, Gurgaon","5 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹29 Cr,"₹5,859 /sqft",5,5,5 BHK,5940,"5,940 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Nirvana country espace estate | corner masterpiece | 660 sq. Yards An exceptional opportunity to own a distinguished residence in the prestigious espace enclave of nirvana country. Set on a prime 660 sq. Yard corner plot, this elegant home enjoys open frontage on three sides, allowing abundant natural light, excellent cross-Ventilation, and a sense of openness rarely found in the area. The loca...","Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-49500-sq-ft-spid-F88042592,House,N/A,N/A,,N/A,N/A
88816200,Independent House,"9 Bedroom House in Sector 45, Gurgaon","9 Bedroom House in Sector 45, Gurgaon",N/A,N/A,₹3 Cr,"₹55,556 /sqft",9,9,9 BHK,540,540 sqft,N/A,N/A,N/A,RESALE,N/A,1.0,N/A,Garden,"This 9 bhk house for sale in sector 45 gurgaon, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. This residential house is located close to close to metro station, close to school and close to hospital. Containing 9 bedrooms, 9 bathrooms and 1 balcony, this independent house is spread over a super built up area of 60 sq.Yards. The owner of th...",huda,huda,Private Garden millennium city centre within 3km,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-540-sq-ft-spid-B88816200,House,N/A,N/A,,N/A,N/A
88371244,Independent House,"1 Bedroom House in Sector 43, Gurgaon","1 Bedroom House in Sector 43, Gurgaon",N/A,N/A,₹3.4 Cr,"₹42,500 /sqft",1,1,1 BHK,600,600 sqft,N/A,N/A,East,RESALE,Fully Furnished,,N/A,N/A,1 rk fully furnished sector 43 c block sushant lok 1 Near rapid metro station market school,sector 43 C block,sector 43 C block,East Facing Huda City centre Nearby,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-600-sq-ft-spid-Q88371244,House,N/A,N/A,,N/A,N/A
88463612,Independent House,"4 Bedroom House in Sector 108, Gurgaon","4 Bedroom House in Sector 108, Gurgaon",N/A,N/A,₹10 Cr,"₹41,152 /sqft",4,4,4 BHK,2430,"2,430 sqft",N/A,N/A,N/A,RESALE,Semi Furnished,,N/A,Garden,Beautiful independent villa of 276 square yard available in sobha international city for remty More about this property This is a well-Designed 4 bhk villa available for rent. It is situated in a prime location of gurgaon at babupur village. This modern villa is semi furnished. The 4 bhk unit fulfills all the needs of a modern lifestyle for families. The villa provides complete comfort for the ...,Sobha City,Sobha City,Private Garden Newly Constructed,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sobha-city-sector-108-gurgaon-2430-sq-ft-spid-N88463612,House,N/A,N/A,,N/A,N/A
87154842,Independent House,"4 Bedroom House in DLF Phase 2, Gurgaon","4 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹11.95 Cr,"₹44,259 /sqft",4,5,4 BHK,2700,"2,700 sqft",Built-up,N/A,N/A,RESALE,N/A,,N/A,Garden,"300 sq yards luxury villa for sale in dlf phase 2 gurgaon Property features: Bedrooms: 4 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Villa in DLF 2,Villa in DLF 2,N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-T87154842,House,N/A,N/A,,N/A,N/A
84761200,Independent House,"4 Bedroom House in DLF Phase 1, Gurgaon","4 Bedroom House in DLF Phase 1, Gurgaon",N/A,N/A,₹13.25 Cr,"₹49,074 /sqft",4,5,4 BHK,2700,"2,700 sqft",N/A,N/A,North,RESALE,N/A,,N/A,Garden,"300 sq yards luxury villa for sale in dlf phase 1 gurgaon Property features: Bedrooms: 4 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garden, ...",Ultra-Luxury Villa,Ultra-Luxury Villa,North Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-O84761200,House,N/A,N/A,,N/A,N/A
88263548,Independent House,"9 Bedroom House in Palam Vihar, Gurgaon","9 Bedroom House in Palam Vihar, Gurgaon",N/A,N/A,₹7 Cr,"₹25,090 /sqft",9,9,9 BHK,2790,"2,790 sqft",Covered,N/A,N/A,RESALE,N/A,3.0,N/A,"Parking, Park","Looking to buy an independent house in gurgaon? Do check out this 9 bhk house in palam vihar, which is an ideal choice for a family. Containing 9 bedrooms, 9 bathrooms and more than 3 balconies, this independent house is spread over a super built up area of 2430 sq.Ft. The houses comes with dedicated 2 covered and 2 open parking space(s) where you can easily park your vehicle(s). Being a ready ...","Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",N/A,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-palam-vihar-gurgaon-2790-sq-ft-spid-T88263548,House,N/A,N/A,,N/A,N/A
86600450,Independent House,"11 Bedroom House in C block Sector 43, Gurgaon","11 Bedroom House in C block Sector 43, Gurgaon",N/A,N/A,₹3.55 Cr,"₹65,741 /sqft",11,11,11 BHK,540,540 sqft,N/A,N/A,North-East,RESALE,N/A,,N/A,N/A,Pre-Rented property located in sushant lok-1.,"C block Sector 43, Gurgaon","C block Sector 43, Gurgaon",North-East Facing Newly Constructed,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sector-43-gurgaon-540-sq-ft-spid-Q86600450,House,N/A,N/A,,N/A,N/A
86600286,Independent House,"11 Bedroom House in C block Sector 43, Gurgaon","11 Bedroom House in C block Sector 43, Gurgaon",N/A,N/A,₹3.6 Cr,"₹66,667 /sqft",11,11,11 BHK,540,540 sqft,N/A,N/A,North,RESALE,N/A,,N/A,N/A,Pre-Rented property located in sushant lok-1.,"C block Sector 43, Gurgaon","C block Sector 43, Gurgaon",North Facing Huda within 1km,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sector-43-gurgaon-540-sq-ft-spid-Z86600286,House,N/A,N/A,,N/A,N/A
85795742,Independent House,"22 Bedroom House in C block Sector 43, Gurgaon","22 Bedroom House in C block Sector 43, Gurgaon",N/A,N/A,₹9 Cr,"₹77,322 /sqft",22,22,22 BHK,1098,"1,098 sqft",N/A,4,N/A,RESALE,Fully Furnished,,N/A,"Gated Community, Lift, Park","Hassle free rentals. . Rental building for sale . Sushant lok-1 near to golf course road * 122 gaj , corner & park facing. Good location for rentals, gated community. Stilt plus 4 floors, w/lift. . 22 fully furnished studio apartments Top brand lift. Monthly rental expected 5 lakhs. A class construction , zero compromise in quality. . Price- 8.50cr . Negotiation . *chq. 3cr *construction almost...","C block Sector 43, Gurgaon","C block Sector 43, Gurgaon",N/A,https://www.99acres.com/22-bhk-bedroom-independent-house-villa-for-sale-in-c-block-sector-43-gurgaon-1098-sq-ft-spid-S85795742,House,122 gaj,1098,4.0,N/A,N/A
