property_id,listing_type,property_name,society,rating,reviews,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,link,property_type,plot_area,plot_area_sqft,total_floors,open_sides,covered_area
87690876,Independent House,"4 Bedroom House in Sector 50, Gurgaon","4 Bedroom House in Sector 50, Gurgaon",N/A,N/A,₹8.5 Cr,"₹36,956 /sqft",4,5,4 BHK,2300,"2,300 sqft",N/A,N/A,N/A,RESALE,N/A,2.0,N/A,Garden,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 4 bhk house for sale in sector 50 gurgaon, a well-Planned and well-Connected locality in gurgaon. The floor plan additionally contains 4 bedrooms, 5 bathrooms and 2 balconies. All in all, the independent house is spread over a super built up area of 2300 sq.Ft. Being a ready to move house, you can expect i...",Mayfield Gardens,Mayfield Gardens,Private Garden Recently Renovated,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-mayfield-gardens-sector-50-gurgaon-3200-sq-ft-spid-V87690876,House,N/A,N/A,,N/A,N/A
87539680,Independent House,"2 Bedroom House in Sector 1 Imt Manesar, Gurgaon","2 Bedroom House in Sector 1 Imt Manesar, Gurgaon",N/A,N/A,₹5.2 Cr,"₹15,484 /sqft",2,2,2 BHK,3358,"3,358 sqft",N/A,N/A,N/A,RESALE,N/A,,Study Room,Garden,"312 sq.Meter plot available for sale.25% completed. It has 2 bedrooms, 2 bathrooms and a study room.Many more options call me.","Sector 1 Imt Manesar, Gurgaon","Sector 1 Imt Manesar, Gurgaon",Private Garden Gated Society,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-1-imt-manesar-gurgaon-3358-sq-ft-spid-I87539680,House,N/A,N/A,,N/A,N/A
87223282,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹12.5 Cr,"₹31,250 /sqft",4,4,4 BHK,4000,"4,000 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Experience ultra-Luxury living in this stunning 4bhk villa, designed with spacious interiors, premium finishes, and abundant natural light. Featuring a grand living area, private lawn, terrace, modular kitchen, and premium fittings, this villa offers a perfect blend of comfort and sophistication. Ideal for large families seeking privacy, exclusivity, and a serene lifestyle.",Vipul Tatvam Villa,Vipul Tatvam Villa,N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-spid-N87223282,House,N/A,N/A,,N/A,N/A
88942930,Independent House,"5 Bedroom House in Block M South City 1, Gurgaon","5 Bedroom House in Block M South City 1, Gurgaon",N/A,N/A,₹11.5 Cr,"₹35,494 /sqft",5,5,5 BHK,3240,"3,240 sqft",N/A,N/A,South,RESALE,N/A,,N/A,Garden,Luxury living This is 5 bhk independent house In south city 1 block m Center of gurgaon Nh 8 just 5 min far as well as metro just 5 min 360 sqyd area Gated lane Modular kitchen,"Block M South City 1, Gurgaon","Block M South City 1, Gurgaon",Private Garden Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-3240-sq-ft-spid-C88942930,House,360 sqyd,3240,,N/A,N/A
88847382,Independent House,"4 Bedroom House in South City 1, Gurgaon","4 Bedroom House in South City 1, Gurgaon",N/A,N/A,₹11.6 Cr,"₹35,802 /sqft",4,5,4 BHK,3240,"3,240 sqft",N/A,N/A,South,RESALE,N/A,,N/A,"Security, Gated Community, Park",This is 4bhk independent house in south city 1 Gurgaon Gated community 24x7 security guard Very well connectivity Modular kitchen 3 car can be parked in area Feel luxury,"South City 1, Gurgaon","South City 1, Gurgaon",Gated Society Ceramic Flooring,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-3240-sq-ft-spid-Q88847382,House,N/A,N/A,2.0,N/A,N/A
88554650,Independent House,"2 Bedroom House in Sector 37D, Gurgaon","2 Bedroom House in Sector 37D, Gurgaon",N/A,N/A,₹1.25 Cr,"₹10,416 /sqft",2,2,2 BHK,1200,"1,200 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Rediscover a good lifestyle in 20.5890 acres of happiness; Enjoy a well-Connected life with proximity to major highways. Signature global city 37d is designed with a neo classical faade architectural theme to provide you with an upscale, urban ambience. Also, vastu compliant prayer rooms help to harness the positive energy; Creating an ambience of domestic bliss.",Signature Global City,Signature Global City,N/A,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-city-sector-37d-gurgaon-990-sq-ft-spid-Q88554650,House,N/A,N/A,,N/A,N/A
88876502,Independent House,"5 Bedroom House in Sector 48, Gurgaon","5 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹8.7 Cr,"₹31,694 /sqft",5,6,5 BHK,2745,"2,745 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,5bhk villa for sale in sector 48 call me for more details,Eldeco Mansionz,Eldeco Mansionz,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-2745-sq-ft-spid-L88876502,House,N/A,N/A,,N/A,N/A
86410332,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹16 Cr,"₹35,556 /sqft",4,4,4 BHK,4500,"4,500 sqft",N/A,N/A,North,RESALE,N/A,,N/A,"Swimming Pool, Gym, Garden, Security","Tatvam villas, gurgaon is a premium residential community located in sector 48, along sohna road. Developed by vipul limited, it offers spacious, independently designed luxury villas spread across a lush, green landscape. The project features modern architecture, private gardens, and world-Class amenities such as a clubhouse, swimming pool, gym, spa, walking trails, and 24/7 security. Known for...",Vipul Tatvam Villa,Vipul Tatvam Villa,North Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4500-sq-ft-spid-N86410332,House,N/A,N/A,,N/A,N/A
87978246,Independent House,"4 Bedroom House in Sector 82, Gurgaon","4 Bedroom House in Sector 82, Gurgaon",N/A,N/A,₹6.75 Cr,"₹2,59,615 /sqft",4,4,4 BHK,260,260 sqft,N/A,N/A,East,RESALE,N/A,,N/A,N/A,Vatika 260 sq.Yard 4 bhk gated villa Villa community Call for more details,Vatika Signature Villas,Vatika Signature Villas,East Facing Gated Society,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-260-sq-ft-spid-Y87978246,House,N/A,N/A,,N/A,N/A
86216756,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹15 Cr,"₹19,230 /sqft",5,5,5 BHK,7800,"7,800 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in sector 109 gurgaon, a well-Planned and well-Connected locality in gurgaon. Another plus point for the house is that it is situated near close to school, close to hospital, close to highway and close to mall. The floor plan additionally contains 5 bedrooms, 5 bathrooms and more than ...",ATS Tourmaline,ATS Tourmaline,North-East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ats-tourmaline-sector-109-gurgaon-7800-sq-ft-spid-J86216756,House,N/A,N/A,,N/A,N/A
87629638,Independent House,"5 Bedroom House in V Block DLF Phase 3, Gurgaon","5 Bedroom House in V Block DLF Phase 3, Gurgaon",N/A,N/A,₹7 Cr,"₹47,716 /sqft",5,6,5 BHK,1467,"1,467 sqft",N/A,2,East,RESALE,N/A,,N/A,N/A,"Well-Planned independent house in dlf phase 3, one of gurgaons most established and high-Demand residential locations. Built on a 163 sq yds plot, this east-Facing property is located on a 12-Metre wide lane, ensuring excellent accessibility, natural light, and ventilation throughout the day. The house is constructed as stilt + 2 floors, making it ideal for both end-Use living and rental income...",Stilt Plus Two New House,Stilt Plus Two New House,East Facing Molsari Avenue Metro Nearby,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-v-block-dlf-phase-3-gurgaon-1467-sq-ft-spid-O87629638,House,163 sq yd,1467,2.0,N/A,N/A
88086840,Independent House,"3 Bedroom House in Nirvana Country, Gurgaon","3 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹12.5 Cr,"₹57,870 /sqft",3,5,3 BHK,2160,"2,160 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,Unitech nirvana country well mainten villa,Unitech Espace,Unitech Espace,East Facing Private Garden,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2160-sq-ft-spid-G88086840,House,N/A,N/A,,N/A,N/A
88389770,Independent House,"6 Bedroom House in DLF Phase 2, Gurgaon","6 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹16 Cr,"₹59,259 /sqft",6,6,6 BHK,2700,"2,700 sqft",N/A,N/A,North-East,RESALE,N/A,3.0,N/A,Garden,"Check out this 6 bhk house for sale in dlf phase 2, a popular residential locality that contains many of the in-Demand properties in gurgaon. Another plus point for the house is that it is situated near close to metro station, close to school, close to hospital and close to market. This house occupies a super built up area of 300 sq.Yards and contains 6 bedrooms, 6 bathrooms and 3 balconies. Th...","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-V88389770,House,N/A,N/A,,N/A,N/A
85746446,Independent House,"11 Bedroom House in DLF Phase 2, Gurgaon","11 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹16 Cr,"₹82,687 /sqft",11,4,11 BHK,1935,"1,935 sqft",N/A,N/A,East,RESALE,N/A,3.0,N/A,Garden,"On the lookout for a spacious house in gurgaon? Go for this 11 bhk house for sale in dlf phase 2, a well-Connected locality within gurgaon. This residential property boasts proximity to key landmarks like close to metro station, close to market and close to school. The floor plan additionally contains 11 bedrooms, 4 bathrooms and 3 balconies. All in all, the independent house is spread over a s...","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",East Facing Private Garden,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-spid-B85746446,House,N/A,N/A,,N/A,N/A
88838022,Independent House,"3 Bedroom House in G Block, Sushant Lok 3, Gurgaon","3 Bedroom House in G Block, Sushant Lok 3, Gurgaon",N/A,N/A,₹7.95 Cr,"₹36,806 /sqft",3,3,3 BHK,2160,"2,160 sqft",N/A,4,N/A,RESALE,N/A,,N/A,"Garden, Gated Community",240 sq yards duplex villa in g block sushant lok 3 gated community stilt plus 4 floor approved available at plot rate @ 7.95 cr very good location 100% gated block near m3m mall and For more details pls contact ............. Arun kumar,Sushant lok 3,Sushant lok 3,Private Garden Sector 55 56 within 1.5km,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-g-block-sushant-lok-3-gurgaon-2160-sq-ft-spid-C88838022,House,N/A,N/A,4.0,N/A,N/A
88678676,Independent House,"3 Bedroom House in Rosewood City, Gurgaon","3 Bedroom House in Rosewood City, Gurgaon",N/A,N/A,₹4.1 Cr,"₹29,775 /sqft",3,3,3 BHK,1377,"1,377 sqft",N/A,N/A,East,RESALE,N/A,,Servant Room,"Parking, Power Backup, Garden, Park","Ocation: D block, villa rosewood, sector 49 Plot size: 153 gaj Villa highlights: Duplex villa with elegant layout Spacious 3 bhk + store + servant room Front & back lawn green & private living Power backup Gated & secured community Excellent ventilation & sunlight Peaceful, low-Density neighborhood Dedicated parking space Prime location advantages: Close to sohna road & golf course extension ro...","Rosewood City, Gurgaon","Rosewood City, Gurgaon",East Facing Private Garden,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-city-gurgaon-1368-sq-ft-spid-L88678676,House,153 gaj,1377,,N/A,N/A
86380124,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹13.9 Cr,"₹38,611 /sqft",5,6,5 BHK,3600,"3,600 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,"Swimming Pool, Gym, Park, Jogging Track, Play Area","Sobha international city | ready to move 400 sq.Yd | 5bhk + servant Sobha international city in sector 109, gurgaon Sobha international city phase 1, 208 units Spread over an area of 36 acres Luxury amenities Swimming pool lawn tennis basketball court gymnasium premium clubhouse yoga & aerobics kids play area jogging track landscaped parks large banquet hall Prime connectivity 0 km from delhi 2...",International City by Sobha Phase 1,International City by Sobha Phase 1,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-3600-sq-ft-spid-I86380124,House,400 sq.Yd,3600,,N/A,N/A
83873574,Independent House,"3 Bedroom House in Nirvana Country, Gurgaon","3 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹13.25 Cr,"₹48,911 /sqft",3,3,3 BHK,2709,"2,709 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Broker's please excuse... Duplex villa available for sell in nirvana country gurgaon, excillent location, lush greenery around, for more details kindly contact",Unitech Deerwood Chase,Unitech Deerwood Chase,N/A,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-2709-sq-ft-r2-spid-D83873574,House,N/A,N/A,,N/A,N/A
86630810,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹13.5 Cr,"₹41,667 /sqft",4,4,4 BHK,3240,"3,240 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Garden,"Brokers please excuse.... Duplex villa available for sale in espace nirvana country, excillent location, lush greenery, well maintened, for details kindly contact",Unitech Espace,Unitech Espace,Private Garden Courtyard Nearby,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-M86630810,House,N/A,N/A,,N/A,N/A
87821014,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹11.5 Cr,"₹35,494 /sqft",4,4,4 BHK,3240,"3,240 sqft",Covered,N/A,North-East,RESALE,N/A,3.0,N/A,"Parking, Garden, Park","Planning to buy an individual house in gurgaon. Then you should definitely check out this 4 bhk house for sale in sector 48 gurgaon, a well-Planned and well-Connected locality in gurgaon. The floor plan additionally contains 4 bedrooms, 4 bathrooms and 3 balconies. All in all, the independent house is spread over a super built up area of 360 sq.Yards. There are 3 covered parking available with ...",Vipul Tatvam Villa,Vipul Tatvam Villa,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3240-sq-ft-spid-O87821014,House,N/A,N/A,,N/A,N/A
79635861,Independent House,"4 Bedroom House in Sector 109, Gurgaon","4 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹9.25 Cr,"₹44,686 /sqft",4,4,4 BHK,2070,"2,070 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,This property is really fantastic . Villa is north east facing. Excellent condition of villa.,International City by Sobha Phase 1,International City by Sobha Phase 1,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2070-sq-ft-r3-spid-P79635861,House,N/A,N/A,,N/A,N/A
86110808,Independent House,"4 Bedroom House in Sector 72, Gurgaon","4 Bedroom House in Sector 72, Gurgaon",N/A,N/A,₹12 Cr,"₹19,656 /sqft",4,4,4 BHK,6105,"6,105 sqft",Built-up,N/A,North-East,RESALE,N/A,,N/A,Garden,"Tata primanti in sector 72, gurgaon is a ready-To-Move housing society. It offers apartments, independent floors and villas in varied budget range",Tata Primanti,Tata Primanti,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-6105-sq-ft-spid-U86110808,House,N/A,N/A,,N/A,N/A
86110298,Independent House,"4 Bedroom House in Sector 72, Gurgaon","4 Bedroom House in Sector 72, Gurgaon",N/A,N/A,₹12.1 Cr,"₹51,709 /sqft",4,4,4 BHK,2340,"2,340 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,"Tata primanti in sector 72, gurgaon is a ready-To-Move housing society. It offers apartments, independent floors and villas in varied budget range",Tata Primanti,Tata Primanti,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-2340-sq-ft-spid-N86110298,House,N/A,N/A,,N/A,N/A
88845226,Independent House,"4 Bedroom House in Sector 109, Gurgaon","4 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹9.25 Cr,"₹38,066 /sqft",4,4,4 BHK,2430,"2,430 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,"This 4 bhk house for sale in sector 109 gurgaon is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Owing to its key locations, several landmarks like close to metro station, close to school, close to hospital and close to market are easily accessible. Constructed on a super built up area of 270 sq.Yards, this house comprises 4 bedrooms, 4 ...",Sobha International City Phase 3,Sobha International City Phase 3,North-East Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sobha-international-city-phase-3-sector-109-gurgaon-2430-sq-ft-spid-R88845226,House,N/A,N/A,,N/A,N/A
87556286,Independent House,"3 Bedroom House in Sector 7, Gurgaon","3 Bedroom House in Sector 7, Gurgaon",N/A,N/A,₹4.85 Cr,"₹21,556 /sqft",3,3,3 BHK,2250,"2,250 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,Park,"160/250square all options available. Direct owner meeting, fair deal guranteed. This option is 250 square yards 2.5 storey made 8 bhk house in a gated locality just close to park, old house in best location of sector 7. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. Contact us and give us an opportunity to serve you and share our 25 years ...","Sector 7, Gurgaon","Sector 7, Gurgaon",100/160/250 SQYDS AVAILABLE Nearby STAR REAL ESTATE Nearby,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-gurgaon-2250-sq-ft-spid-P87556286,House,250 SQYD,2250,5.0,N/A,N/A
87790648,Independent House,"5 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon","5 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",N/A,N/A,₹9.5 Cr,"₹49,096 /sqft",5,6,5 BHK,1935,"1,935 sqft",Covered,N/A,N/A,RESALE,N/A,,N/A,"Parking, Park","Premium duplex independent house available for sale in the prime and highly desirable c block of sushant lok phase 1. Built on a 215 sq. Yards plot, this well-Maintained property offers excellent space planning and is ideal for end-Users as well as investors looking for long-Term value and rental potential. The stilt floor provides secure covered parking along with two spacious multipurpose roo...",Modern Type Villa,Modern Type Villa,Huda City Metro Nearby DPS School Nearby,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-c-sushant-lok-phase-1-gurgaon-1935-sq-ft-spid-S87790648,House,N/A,N/A,,N/A,N/A
87539680,Independent House,"2 Bedroom House in Sector 1 Imt Manesar, Gurgaon","2 Bedroom House in Sector 1 Imt Manesar, Gurgaon",N/A,N/A,₹5.2 Cr,"₹15,484 /sqft",2,2,2 BHK,3358,"3,358 sqft",N/A,N/A,N/A,RESALE,N/A,,Study Room,Garden,"312 sq.Meter plot available for sale.25% completed. It has 2 bedrooms, 2 bathrooms and a study room.Many more options call me.","Sector 1 Imt Manesar, Gurgaon","Sector 1 Imt Manesar, Gurgaon",Private Garden Gated Society,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-1-imt-manesar-gurgaon-3358-sq-ft-spid-I87539680,House,N/A,N/A,,N/A,N/A
87223282,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹12.5 Cr,"₹31,250 /sqft",4,4,4 BHK,4000,"4,000 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Experience ultra-Luxury living in this stunning 4bhk villa, designed with spacious interiors, premium finishes, and abundant natural light. Featuring a grand living area, private lawn, terrace, modular kitchen, and premium fittings, this villa offers a perfect blend of comfort and sophistication. Ideal for large families seeking privacy, exclusivity, and a serene lifestyle.",Vipul Tatvam Villa,Vipul Tatvam Villa,N/A,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4000-sq-ft-spid-N87223282,House,N/A,N/A,,N/A,N/A
88942930,Independent House,"5 Bedroom House in Block M South City 1, Gurgaon","5 Bedroom House in Block M South City 1, Gurgaon",N/A,N/A,₹11.5 Cr,"₹35,494 /sqft",5,5,5 BHK,3240,"3,240 sqft",N/A,N/A,South,RESALE,N/A,,N/A,Garden,Luxury living This is 5 bhk independent house In south city 1 block m Center of gurgaon Nh 8 just 5 min far as well as metro just 5 min 360 sqyd area Gated lane Modular kitchen,"Block M South City 1, Gurgaon","Block M South City 1, Gurgaon",Private Garden Gated Society,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-3240-sq-ft-spid-C88942930,House,360 sqyd,3240,,N/A,N/A
88847382,Independent House,"4 Bedroom House in South City 1, Gurgaon","4 Bedroom House in South City 1, Gurgaon",N/A,N/A,₹11.6 Cr,"₹35,802 /sqft",4,5,4 BHK,3240,"3,240 sqft",N/A,N/A,South,RESALE,N/A,,N/A,"Security, Gated Community, Park",This is 4bhk independent house in south city 1 Gurgaon Gated community 24x7 security guard Very well connectivity Modular kitchen 3 car can be parked in area Feel luxury,"South City 1, Gurgaon","South City 1, Gurgaon",Gated Society Ceramic Flooring,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-3240-sq-ft-spid-Q88847382,House,N/A,N/A,2.0,N/A,N/A
88554650,Independent House,"2 Bedroom House in Sector 37D, Gurgaon","2 Bedroom House in Sector 37D, Gurgaon",N/A,N/A,₹1.25 Cr,"₹10,416 /sqft",2,2,2 BHK,1200,"1,200 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,"Rediscover a good lifestyle in 20.5890 acres of happiness; Enjoy a well-Connected life with proximity to major highways. Signature global city 37d is designed with a neo classical faade architectural theme to provide you with an upscale, urban ambience. Also, vastu compliant prayer rooms help to harness the positive energy; Creating an ambience of domestic bliss.",Signature Global City,Signature Global City,N/A,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-city-sector-37d-gurgaon-990-sq-ft-spid-Q88554650,House,N/A,N/A,,N/A,N/A
88876502,Independent House,"5 Bedroom House in Sector 48, Gurgaon","5 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹8.7 Cr,"₹31,694 /sqft",5,6,5 BHK,2745,"2,745 sqft",N/A,N/A,N/A,RESALE,N/A,,N/A,N/A,5bhk villa for sale in sector 48 call me for more details,Eldeco Mansionz,Eldeco Mansionz,N/A,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-eldeco-mansionz-sector-48-gurgaon-2745-sq-ft-spid-L88876502,House,N/A,N/A,,N/A,N/A
86410332,Independent House,"4 Bedroom House in Sector 48, Gurgaon","4 Bedroom House in Sector 48, Gurgaon",N/A,N/A,₹16 Cr,"₹35,556 /sqft",4,4,4 BHK,4500,"4,500 sqft",N/A,N/A,North,RESALE,N/A,,N/A,"Swimming Pool, Gym, Garden, Security","Tatvam villas, gurgaon is a premium residential community located in sector 48, along sohna road. Developed by vipul limited, it offers spacious, independently designed luxury villas spread across a lush, green landscape. The project features modern architecture, private gardens, and world-Class amenities such as a clubhouse, swimming pool, gym, spa, walking trails, and 24/7 security. Known for...",Vipul Tatvam Villa,Vipul Tatvam Villa,North Facing Private Garden,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4500-sq-ft-spid-N86410332,House,N/A,N/A,,N/A,N/A
87978246,Independent House,"4 Bedroom House in Sector 82, Gurgaon","4 Bedroom House in Sector 82, Gurgaon",N/A,N/A,₹6.75 Cr,"₹2,59,615 /sqft",4,4,4 BHK,260,260 sqft,N/A,N/A,East,RESALE,N/A,,N/A,N/A,Vatika 260 sq.Yard 4 bhk gated villa Villa community Call for more details,Vatika Signature Villas,Vatika Signature Villas,East Facing Gated Society,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-260-sq-ft-spid-Y87978246,House,N/A,N/A,,N/A,N/A
86216756,Independent House,"5 Bedroom House in Sector 109, Gurgaon","5 Bedroom House in Sector 109, Gurgaon",N/A,N/A,₹15 Cr,"₹19,230 /sqft",5,5,5 BHK,7800,"7,800 sqft",N/A,N/A,North-East,RESALE,N/A,,N/A,Garden,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in sector 109 gurgaon, a well-Planned and well-Connected locality in gurgaon. Another plus point for the house is that it is situated near close to school, close to hospital, close to highway and close to mall. The floor plan additionally contains 5 bedrooms, 5 bathrooms and more than ...",ATS Tourmaline,ATS Tourmaline,North-East Facing Private Garden,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ats-tourmaline-sector-109-gurgaon-7800-sq-ft-spid-J86216756,House,N/A,N/A,,N/A,N/A
87629638,Independent House,"5 Bedroom House in V Block DLF Phase 3, Gurgaon","5 Bedroom House in V Block DLF Phase 3, Gurgaon",N/A,N/A,₹7 Cr,"₹47,716 /sqft",5,6,5 BHK,1467,"1,467 sqft",N/A,2,East,RESALE,N/A,,N/A,N/A,"Well-Planned independent house in dlf phase 3, one of gurgaons most established and high-Demand residential locations. Built on a 163 sq yds plot, this east-Facing property is located on a 12-Metre wide lane, ensuring excellent accessibility, natural light, and ventilation throughout the day. The house is constructed as stilt + 2 floors, making it ideal for both end-Use living and rental income...",Stilt Plus Two New House,Stilt Plus Two New House,East Facing Molsari Avenue Metro Nearby,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-v-block-dlf-phase-3-gurgaon-1467-sq-ft-spid-O87629638,House,163 sq yd,1467,2.0,N/A,N/A
88086840,Independent House,"3 Bedroom House in Nirvana Country, Gurgaon","3 Bedroom House in Nirvana Country, Gurgaon",N/A,N/A,₹12.5 Cr,"₹57,870 /sqft",3,5,3 BHK,2160,"2,160 sqft",N/A,N/A,East,RESALE,N/A,,N/A,Garden,Unitech nirvana country well mainten villa,Unitech Espace,Unitech Espace,East Facing Private Garden,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2160-sq-ft-spid-G88086840,House,N/A,N/A,,N/A,N/A
88389770,Independent House,"6 Bedroom House in DLF Phase 2, Gurgaon","6 Bedroom House in DLF Phase 2, Gurgaon",N/A,N/A,₹16 Cr,"₹59,259 /sqft",6,6,6 BHK,2700,"2,700 sqft",N/A,N/A,North-East,RESALE,N/A,3.0,N/A,Garden,"Check out this 6 bhk house for sale in dlf phase 2, a popular residential locality that contains many of the in-Demand properties in gurgaon. Another plus point for the house is that it is situated near close to metro station, close to school, close to hospital and close to market. This house occupies a super built up area of 300 sq.Yards and contains 6 bedrooms, 6 bathrooms and 3 balconies. Th...","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",North-East Facing Private Garden,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-V88389770,House,N/A,N/A,,N/A,N/A
